Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1682370859686678800,0.1212373375892639,-0.3364273309707641,0.5946962237358093,-0.8751970266431569,-0.0437663687512278,-1.17604489030689,-25.614465713500977,-12.180408477783203,29.246788024902344
1682370859696716000,0.1242638379335403,-0.3789422512054443,0.4487528800964355,-0.5492968470484018,-0.2721946006312966,-1.3170809621989723,-25.579486846923828,-12.507286071777344,29.19183349609375
1682370859706750200,0.1376816481351852,-0.3326429426670074,0.2577887773513794,-0.0721837772011756,-0.4443586551062762,-1.3740842675335705,-25.499526977539062,-12.72457504272461,29.12457275390625
1682370859716784000,0.1680600494146347,-0.2014617919921875,0.041943859308958,0.3812456347197294,-0.5402106004036963,-1.2985418275542555,-25.486278533935547,-12.864315032958984,28.976974487304688
1682370859726818000,0.2285883724689483,-0.0290732383728027,-0.1522431969642639,0.6138911920338869,-0.6344241308443248,-1.168812235639617,-25.475160598754883,-13.06341552734375,28.860862731933597
1682370859736852200,0.3145188391208648,0.1258662939071655,-0.2851645350456238,0.4811830957651138,-0.6647906275354325,-1.023252621908486,-25.49657821655273,-13.139686584472656,28.70331573486328
1682370859746886000,0.4076088368892669,0.2152917683124542,-0.3252075612545013,0.0924380452007055,-0.6111765262477099,-0.924423706626892,-25.486988067626957,-13.2391357421875,28.615501403808597
1682370859756920000,0.4874933958053589,0.2544525861740112,-0.2818159759044647,-0.3385977486044168,-0.4413834386877715,-0.8174559816185385,-25.56867218017578,-13.215896606445312,28.51161193847656
1682370859766954200,0.5436472296714783,0.2227665483951568,-0.1750192195177078,-0.6520481964707374,-0.1972580175906419,-0.709901542763412,-25.71854591369629,-13.223800659179688,28.49144744873047
1682370859776988000,0.566965639591217,0.1199862211942672,-0.0449381843209266,-0.9141098178833722,0.0590688595622777,-0.5903986362328753,-25.88185691833496,-13.243328094482422,28.537506103515625
1682370859787022000,0.5458393096923828,-0.0130514558404684,0.0797166600823402,-0.968807038232684,0.299816474789381,-0.5303790152844041,-26.06221008300781,-13.261920928955078,28.58638000488281
1682370859797056000,0.4934402704238891,-0.1204813197255134,0.1566826552152633,-0.7259855393409729,0.511559090936929,-0.5529114208163693,-26.13447570800781,-13.28366470336914,28.527076721191406
1682370859807090000,0.4242124557495117,-0.1413314640522003,0.160010814666748,-0.3063800710886716,0.6089481826737523,-0.6467870610721409,-26.137435913085938,-13.384078979492188,28.498146057128903
1682370859817124000,0.3561325073242187,-0.1028533801436424,0.0953704938292503,0.1438490834861993,0.5112152459353209,-0.8093593305330723,-26.197650909423828,-13.596939086914062,28.40174865722656
1682370859827158000,0.2947873771190643,-0.0415029339492321,0.000531867146492,0.4353764533579349,0.246240367424488,-0.9875685834564268,-26.20159149169922,-13.731456756591797,28.263694763183597
1682370859837192000,0.2439696937799453,0.020376119762659,-0.0951902344822883,0.6119733757138252,-0.062969958654046,-1.095278139808029,-25.89685821533203,-13.8653564453125,28.209327697753903
1682370859847226000,0.2097403556108474,0.0770617648959159,-0.1711611598730087,0.7183288871079683,-0.2766363824710249,-1.2003359395418316,-25.526945114135746,-13.933330535888672,28.11254119873047
1682370859857260000,0.2104732096195221,0.1027957424521446,-0.2299230694770813,0.8015770791590213,-0.444764751689136,-1.2796338595971464,-25.517616271972656,-14.01187515258789,28.089927673339844
1682370859867294000,0.2327809035778045,0.0683805048465728,-0.2784914076328277,0.6935147638469934,-0.5776766999669373,-1.2883183935731648,-25.52470970153809,-14.08780288696289,28.038848876953125
1682370859877328100,0.2500745952129364,0.0181436371058225,-0.3194256126880646,0.5301999323904514,-0.6201604815617203,-1.287878394720703,-25.56271743774414,-14.044517517089844,27.98424530029297
1682370859887362000,0.2555386126041412,-0.0095977140590548,-0.3489057421684265,0.5925614037573337,-0.5442793111473322,-1.2895163711860775,-25.63142204284668,-13.953670501708984,27.98858642578125
1682370859897396000,0.2449914067983627,0.0167833436280488,-0.3864549100399017,0.7778320464342832,-0.4510866481870412,-1.3279941320098936,-25.934236526489254,-13.893440246582031,27.951316833496094
1682370859907430100,0.2224461585283279,0.0605734325945377,-0.43231400847435,0.9330471580654384,-0.3429591586843132,-1.3654329051747918,-26.250877380371094,-13.848331451416016,27.91210174560547
1682370859917464000,0.1905129551887512,0.083642728626728,-0.4745423197746277,0.9201514361351728,-0.2864176256425678,-1.3239885496303438,-26.37989044189453,-13.858436584472656,27.83636474609375
1682370859927498000,0.1661434322595596,0.0937395691871643,-0.5129703879356384,0.8614777133703231,-0.3285248290099203,-1.280290131548792,-26.32999038696289,-13.822647094726562,27.812469482421875
1682370859937531000,0.1443563401699066,0.1219575107097625,-0.5432432889938354,0.8047703222423791,-0.3687223993636667,-1.3181811785258353,-26.122488021850582,-13.853385925292969,27.82367706298828
1682370859947565000,0.1316945999860763,0.180114284157753,-0.5556970238685608,0.7726116814374924,-0.4004398722723126,-1.377929983176291,-26.163597106933597,-13.73672103881836,27.854042053222656
1682370859957599200,0.1364618241786956,0.2555313110351562,-0.5421273708343506,0.661398208618164,-0.479265571705997,-1.4364382862463592,-26.22525787353516,-13.53579330444336,27.804481506347656
1682370859967633000,0.1628420352935791,0.2789503633975982,-0.4936029314994812,0.2870879261195659,-0.6044809741318226,-1.5280524478435515,-26.179866790771484,-13.322750091552734,27.800865173339844
1682370859977667000,0.1912721097469329,0.1700569689273834,-0.4206385612487793,-0.2148509574264288,-0.7235631344996393,-1.5366273839652538,-26.121471405029297,-13.185340881347656,27.85044860839844
1682370859987701200,0.1921807825565338,-0.0135466801002621,-0.3529929220676422,-0.7077367659449577,-0.6921557504534721,-1.3731487402491271,-26.285816192626957,-13.059833526611328,27.91815185546875
1682370859997735000,0.1676448285579681,-0.0924176648259162,-0.3188562989234924,-0.7779314151555299,-0.5438740913473069,-1.2337079747244717,-26.285816192626957,-13.059833526611328,27.91815185546875
1682370860007769000,0.1239617988467216,-0.0291367005556821,-0.301034152507782,-0.3118406745821237,-0.3548544714003801,-1.2270542159236968,-26.55731964111328,-12.918743133544922,27.92082977294922
1682370860017803000,0.0744926258921623,0.070063479244709,-0.285459816455841,0.0637672465115785,-0.2729739144407213,-1.2497643526427449,-26.73583602905273,-12.780406951904297,27.85926055908203
1682370860027837000,0.0268944837152957,0.131600871682167,-0.2575690746307373,0.0360147317111492,-0.3243416981063783,-1.23671358628124,-26.90682983398437,-12.799610137939451,27.846267700195312
1682370860037871000,-0.0082306312397122,0.1697568893432617,-0.2233435362577438,-0.1566968746215105,-0.3769982064083218,-1.177999531506002,-26.990766525268555,-12.806015014648438,27.83562469482422
1682370860047905000,-0.0402040109038353,0.1593729555606842,-0.187822550535202,-0.3655687576383352,-0.4874769352123141,-1.0692911733753978,-27.01736259460449,-12.715587615966797,27.836883544921875
1682370860057939000,-0.0698416605591774,0.1316817104816436,-0.1589324623346328,-0.5075765971720219,-0.6236791572071612,-0.9197060304552316,-27.040367126464844,-12.56005859375,27.79138946533203
1682370860067973000,-0.0751871615648269,0.163168266415596,-0.157648280262947,-0.4030640832960605,-0.7862177435941994,-0.8189018695779144,-27.05087661743164,-12.520912170410156,27.86853790283203
1682370860078007000,-0.0407050028443336,0.1971544772386551,-0.1874351948499679,-0.2617500712454318,-0.9593180560059844,-0.7049810374960302,-27.032930374145508,-12.468181610107422,27.95941162109375
1682370860088041000,0.0282274633646011,0.1884115934371948,-0.2437120527029037,-0.4521031317532062,-1.124335745857656,-0.5177578725118189,-27.07513236999512,-12.41094207763672,28.02500915527344
1682370860098075100,0.097921535372734,0.1676000207662582,-0.312685877084732,-0.7296785486400127,-1.189434387103468,-0.2945787933316081,-27.07425308227539,-12.351696014404297,28.06996154785156
1682370860108109000,0.1399443447589874,0.1644353866577148,-0.3482374846935272,-0.8303425703942775,-1.0589906555701047,-0.0775713154584169,-26.996967315673828,-12.254722595214844,28.14067840576172
1682370860118143000,0.1580074876546859,0.1360453069210052,-0.3279936611652374,-0.795510910987854,-0.8069961085330695,0.1198479205759242,-26.919584274291992,-12.259868621826172,28.238296508789062
1682370860128177200,0.1531964838504791,0.0791737660765647,-0.2498810142278671,-0.7352285839825868,-0.5391380027361213,0.277722570272535,-26.915712356567383,-12.168262481689451,28.282203674316406
1682370860138211000,0.1565401554107666,0.0323998816311359,-0.1405816674232483,-0.4545230523765087,-0.3650406421110034,0.2708516981223598,-27.04871368408203,-12.140304565429688,28.267349243164062
1682370860148245000,0.1753335446119308,0.0606035590171813,-0.0387839302420616,0.0740793816894292,-0.3266420109380036,0.0492883105104789,-27.056396484375,-12.096477508544922,28.324447631835938
1682370860158279200,0.2054113298654556,0.1623052209615707,0.0182494260370731,0.6643202335447073,-0.393171707900241,-0.1885553634360432,-27.014667510986328,-12.109745025634766,28.339263916015625
1682370860168313000,0.2316187024116516,0.309832364320755,0.0269220098853111,1.0629811134457587,-0.458736432287842,-0.3412042413083836,-26.92272186279297,-12.040481567382812,28.289337158203125
1682370860178347000,0.256159633398056,0.4625995755195617,0.0028369603678584,1.221588205602765,-0.5016312058363109,-0.4748115879718214,-26.8395938873291,-12.076580047607422,28.28723907470703
1682370860188381000,0.278422862291336,0.5739295482635498,-0.0371559932827949,1.1677297741651531,-0.504181986297667,-0.4962373474361374,-26.757381439208984,-12.111373901367188,28.25605773925781
1682370860198415000,0.2989067435264587,0.6014427542686462,-0.0763231664896011,0.8679343421638012,-0.4382827692586928,-0.4248668593792244,-26.830774307250977,-12.14346694946289,28.3154296875
1682370860208449000,0.3096174597740173,0.5391181707382202,-0.1009741872549057,0.419971378955245,-0.3364518226169049,-0.3123176809767261,-26.69523811340332,-12.222232818603516,28.43006134033203
1682370860218483000,0.2989971935749054,0.4413478076457977,-0.1052789017558097,0.0124444710314273,-0.2025617500219494,-0.1941358487158082,-26.69735717773437,-12.31494140625,28.57725524902344
1682370860228517000,0.2757334113121032,0.3618636131286621,-0.0982790440320968,-0.1272708736509084,-0.0800312758311629,-0.2302798876287415,-26.536752700805664,-12.409191131591797,28.73352813720703
1682370860238551000,0.2552675008773803,0.3289878964424133,-0.0987766236066818,0.0242652572065591,-0.0716520814772695,-0.4335771123183891,-26.41042900085449,-12.53521728515625,28.894981384277344
1682370860248585000,0.244174912571907,0.3430709540843963,-0.1283390522003173,0.1619055491805076,-0.133359618980065,-0.6344812678590417,-26.28426551818848,-12.541339874267578,28.963623046875
1682370860258619100,0.2371522933244705,0.4180148839950561,-0.1791297048330307,0.1750648904830217,-0.159305011293292,-0.7495994199667125,-26.1936149597168,-12.533355712890623,29.01011657714844
1682370860268653000,0.2595361769199371,0.5072590112686157,-0.2612898349761963,0.05162321973145,-0.2115054463908076,-0.8185673769265412,-26.12251281738281,-12.596843719482422,29.087936401367188
1682370860278687000,0.3133707642555237,0.5904861092567444,-0.3629766702651977,-0.291953486329317,-0.2235135718315839,-0.8141150736927986,-26.057064056396484,-12.549919128417969,29.17085266113281
1682370860288721200,0.3870077133178711,0.6108030676841736,-0.450819194316864,-0.7690279777318239,-0.1229119477890431,-0.6426862746898084,-25.955167770385746,-12.596546173095703,29.265403747558597
1682370860298755000,0.4471753239631653,0.5450716018676758,-0.4891460537910461,-1.353592537516355,0.1116453614305704,-0.3196446263313293,-25.78893280029297,-12.580310821533203,29.42328643798828
1682370860308789000,0.4775124490261078,0.4015128314495086,-0.4691989719867706,-1.877419427743554,0.3994500575173646,-0.0075889938242733,-25.70465850830078,-12.580558776855469,29.548629760742188
1682370860318823200,0.4791468679904938,0.2266316562891006,-0.3873100578784942,-2.0574737970769403,0.6701791887059807,0.2796012966912239,-25.621618270874023,-12.60024642944336,29.64318084716797
1682370860328857000,0.4512630403041839,0.0473002605140209,-0.2732506096363067,-1.8696137224286795,0.925792291566357,0.458041545358859,-25.54610061645508,-12.586505889892578,29.70306396484375
1682370860338891000,0.4248832464218139,-0.0720415040850639,-0.1870420724153518,-1.3663000433981418,1.0915938983373343,0.3552615543639287,-25.44688415527344,-12.593074798583984,29.73542022705078
1682370860348925200,0.4117141962051391,-0.109343871474266,-0.153092086315155,-0.6817506762951612,1.098603557903692,0.0862920897915959,-25.427194595336918,-12.618640899658203,29.767562866210938
1682370860358958800,0.3949190676212311,-0.094394601881504,-0.1826955527067184,-0.1200707330137491,1.0435231834556906,-0.1837554706073366,-25.451980590820312,-12.690193176269531,29.802993774414062
1682370860368993000,0.3655486702919006,-0.0439988039433956,-0.2569351494312286,0.2690174318999052,1.0387958626728504,-0.4230286476340145,-25.53390884399414,-12.77670669555664,29.717758178710938
1682370860379027200,0.3199770748615265,0.0077971750870347,-0.3536378443241119,0.4904501058042049,1.0633232048816978,-0.548712946213223,-25.561756134033203,-12.792522430419922,29.57488250732422
